# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	518018	518482	-	AQQ59143.1			hypothetical protein			XJ32_02360	465	154	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	518479	519102	-							XJ32_02365	624		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	518479	519102	-	AQQ59144.1			hypothetical protein			XJ32_02365	624	207	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	519107	519568	-							XJ32_02370	462		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	519107	519568	-	AQQ59145.1			Fur family transcriptional regulator			XJ32_02370	462	153	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	519811	520782	+							XJ32_02375	972		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	519811	520782	+	AQQ59146.1			hypothetical protein			XJ32_02375	972	323	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	520828	521892	+							XJ32_02380	1065		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	520828	521892	+	AQQ59147.1			ribonucleotide-diphosphate reductase subunit beta			XJ32_02380	1065	354	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	521876	522613	+							XJ32_02385	738		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	521876	522613	+	AQQ59148.1			nitrilase			XJ32_02385	738	245	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	522610	523272	+							XJ32_02390	663		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	522610	523272	+	AQQ59149.1			protein-L-isoaspartate O-methyltransferase			XJ32_02390	663	220	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	523364	524077	-							XJ32_02395	714		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	523364	524077	-	AQQ59150.1			hypothetical protein			XJ32_02395	714	237	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	524199	525176	-							XJ32_02400	978		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	524199	525176	-	AQQ59151.1			glyceraldehyde-3-phosphate dehydrogenase			XJ32_02400	978	325	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	525414	526721	-							XJ32_02405	1308		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	525414	526721	-	AQQ59152.1			hypothetical protein			XJ32_02405	1308	435	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	526894	530739	-							XJ32_02410	3846		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	526894	530739	-	AQQ59153.1			tryptophan synthase, beta subunit			XJ32_02410	3846	1281	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	531418	532191	-							XJ32_02415	774		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	531418	532191	-	AQQ59154.1			ABC transporter substrate-binding protein			XJ32_02415	774	257	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	532203	532931	-							XJ32_02420	729		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	532203	532931	-	AQQ59155.1			peptide ABC transporter ATP-binding protein			XJ32_02420	729	242	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	532924	533628	-							XJ32_02425	705		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	532924	533628	-	AQQ59156.1			amino acid ABC transporter permease			XJ32_02425	705	234	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	534030	537152	+							XJ32_02430	3123		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	534030	537152	+	AQQ59157.1			acriflavin resistance protein			XJ32_02430	3123	1040	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	537374	537658	+							XJ32_02435	285		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	537374	537658	+	AQQ59158.1			hypothetical protein			XJ32_02435	285	94	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	537687	538664	+							XJ32_02440	978		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	537687	538664	+	AQQ59159.1			hypothetical protein			XJ32_02440	978	325	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	538666	539433	+							XJ32_02445	768		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	538666	539433	+	AQQ59160.1			glycosyltransferase			XJ32_02445	768	255	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	539445	540500	+							XJ32_02450	1056		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	539445	540500	+	AQQ59161.1			oxidoreductase			XJ32_02450	1056	351	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	540511	541908	+							XJ32_02455	1398		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	540511	541908	+	AQQ59162.1			FAD-dependent oxidoreductase			XJ32_02455	1398	465	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	542068	544131	-							XJ32_02460	2064		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	542068	544131	-	AQQ59163.1			chemotaxis protein			XJ32_02460	2064	687	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	544268	545185	+							XJ32_02465	918		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	544268	545185	+	AQQ59164.1			GTP-binding protein Era			XJ32_02465	918	305	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	545264	545920	+							XJ32_02470	657		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	545264	545920	+	AQQ59165.1			hypothetical protein			XJ32_02470	657	218	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	546058	547161	+							XJ32_02475	1104		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	546058	547161	+	AQQ59166.1			peptide chain release factor 2			XJ32_02475	1104	367	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547370	547564	+							XJ32_02480	195		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547370	547564	+	AQQ59167.1			hypothetical protein			XJ32_02480	195	64	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547631	547891	+							XJ32_02485	261		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547631	547891	+	AQQ59168.1			hypothetical protein			XJ32_02485	261	86	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547950	548285	+							XJ32_02490	336		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	547950	548285	+	AQQ59169.1			hypothetical protein			XJ32_02490	336	111	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	548223	548825	-							XJ32_02495	603		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	548223	548825	-	AQQ59170.1			hypothetical protein			XJ32_02495	603	200	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	548974	549384	-							XJ32_02500	411		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	548974	549384	-	AQQ60635.1			hypothetical protein			XJ32_02500	411	136	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	550314	551028	-				chromosome partitioning protein ParA			XJ32_02505	715		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	551364	551780	+							XJ32_02510	417		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	551364	551780	+	AQQ59171.1			hypothetical protein			XJ32_02510	417	138	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	552059	552400	+							XJ32_02515	342		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	552059	552400	+	AQQ59172.1			hypothetical protein			XJ32_02515	342	113	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	553139	553369	-				hypothetical protein			XJ32_02520	231		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	553751	555355	-							XJ32_02525	1605		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	553751	555355	-	AQQ59173.1			hypothetical protein			XJ32_02525	1605	534	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	555983	556396	+							XJ32_02530	414		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	555983	556396	+	AQQ59174.1			hypothetical protein			XJ32_02530	414	137	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	557687	558137	+				hypothetical protein			XJ32_02535	451		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	558673	560427	-							XJ32_02540	1755		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	558673	560427	-	AQQ59175.1			hypothetical protein			XJ32_02540	1755	584	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	560550	561017	-							XJ32_02545	468		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	560550	561017	-	AQQ59176.1			hypothetical protein			XJ32_02545	468	155	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	561141	561920	-							XJ32_02550	780		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	561141	561920	-	AQQ59177.1			hypothetical protein			XJ32_02550	780	259	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	561913	562266	-							XJ32_02555	354		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	561913	562266	-	AQQ59178.1			type VI secretion protein VgrG			XJ32_02555	354	117	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	562701	563540	-							XJ32_02560	840		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	562701	563540	-	AQQ59179.1			hypothetical protein			XJ32_02560	840	279	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	563540	563755	-				hypothetical protein			XJ32_02565	216		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	563866	564330	-							XJ32_02570	465		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	563866	564330	-	AQQ59180.1			hypothetical protein			XJ32_02570	465	154	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	564450	564932	-							XJ32_02575	483		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	564450	564932	-	AQQ59181.1			hypothetical protein			XJ32_02575	483	160	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	565240	565527	-				hypothetical protein			XJ32_02580	288		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	565645	566397	-				hypothetical protein			XJ32_02585	753		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	566632	567264	-							XJ32_02590	633		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	566632	567264	-	AQQ59182.1			hypothetical protein			XJ32_02590	633	210	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	567405	568037	-							XJ32_02595	633		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	567405	568037	-	AQQ59183.1			hypothetical protein			XJ32_02595	633	210	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	568047	568535	-							XJ32_02600	489		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	568047	568535	-	AQQ59184.1			hypothetical protein			XJ32_02600	489	162	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	568537	568830	-				hypothetical protein			XJ32_02605	294		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	570031	570423	-				hypothetical protein			XJ32_02610	393		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	570685	571308	-							XJ32_02615	624		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	570685	571308	-	AQQ59185.1			hypothetical protein			XJ32_02615	624	207	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	571427	571615	-				hypothetical protein			XJ32_02620	189		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	571627	572235	-							XJ32_02625	609		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	571627	572235	-	AQQ59186.1			hypothetical protein			XJ32_02625	609	202	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	572246	572689	-							XJ32_02630	444		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	572246	572689	-	AQQ59187.1			hypothetical protein			XJ32_02630	444	147	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	572689	573279	-							XJ32_02635	591		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	572689	573279	-	AQQ59188.1			hypothetical protein			XJ32_02635	591	196	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	573299	574117	-							XJ32_02640	819		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	573299	574117	-	AQQ59189.1			hypothetical protein			XJ32_02640	819	272	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	574634	575290	-							XJ32_02645	657		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	574634	575290	-	AQQ59190.1			hypothetical protein			XJ32_02645	657	218	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	576798	577181	-				hypothetical protein			XJ32_02650	384		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	577345	580185	-							XJ32_02655	2841		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	577345	580185	-	AQQ60636.1			hypothetical protein			XJ32_02655	2841	946	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	580384	580893	-							XJ32_02660	510		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	580384	580893	-	AQQ59191.1			major exported protein			XJ32_02660	510	169	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	581375	581572	+							XJ32_02665	198		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	581375	581572	+	AQQ59192.1			hypothetical protein			XJ32_02665	198	65	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	582061	582381	+							XJ32_02670	321		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	582061	582381	+	AQQ60637.1			hypothetical protein			XJ32_02670	321	106	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	582383	583090	+							XJ32_02675	708		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	582383	583090	+	AQQ59193.1			cell filamentation protein Fic			XJ32_02675	708	235	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	583263	583976	+				chromosome partitioning protein ParA			XJ32_02680	714		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	584110	584331	+							XJ32_02685	222		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	584110	584331	+	AQQ59194.1			hypothetical protein			XJ32_02685	222	73	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	584643	584990	+							XJ32_02690	348		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	584643	584990	+	AQQ59195.1			hypothetical protein			XJ32_02690	348	115	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	585184	587666	+				hypothetical protein			XJ32_02695	2483		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	587771	588013	+							XJ32_02700	243		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	587771	588013	+	AQQ60638.1			hypothetical protein			XJ32_02700	243	80	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	588222	588842	+							XJ32_02705	621		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	588222	588842	+	AQQ59196.1			hypothetical protein			XJ32_02705	621	206	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	588839	589246	+							XJ32_02710	408		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	588839	589246	+	AQQ59197.1			hypothetical protein			XJ32_02710	408	135	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	589293	589881	+				hypothetical protein			XJ32_02715	589		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	589859	590329	+							XJ32_02720	471		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	589859	590329	+	AQQ59198.1			hypothetical protein			XJ32_02720	471	156	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	590344	590616	+							XJ32_02725	273		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	590344	590616	+	AQQ59199.1			hypothetical protein			XJ32_02725	273	90	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	590632	591066	+				hypothetical protein			XJ32_02730	435		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	591158	591766	+							XJ32_02735	609		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	591158	591766	+	AQQ59200.1			hypothetical protein			XJ32_02735	609	202	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	591756	592121	+							XJ32_02740	366		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	591756	592121	+	AQQ59201.1			hypothetical protein			XJ32_02740	366	121	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	592121	592654	+							XJ32_02745	534		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	592121	592654	+	AQQ59202.1			hypothetical protein			XJ32_02745	534	177	
